Supplementary Data 1. 3'aTWAS genes of 11 brain disorders.,,,,,,,,,,
Disease,PANEL,Transcript ID,Gene symbol,3'aTWAS.Z,3'aTWAS.P,COLOC.PP0,COLOC.PP1,COLOC.PP2,COLOC.PP3,COLOC.PP4
DEP,Brain_Cortex,ALL.NM_016002@SCCPDH@chr1@+,SCCPDH,-4.089,4.33E-05,0.177,0.096,0.005,0.002,0.719
DEP,Brain_Cortex,ALL.NM_201397@GPX1@chr3@-,GPX1,4.1423,3.44E-05,0,0,0,0.756,0.244
DEP,Brain_Cortex,ALL.NM_015933@TMA7@chr3@+,TMA7,4.155,3.25E-05,0,0.079,0,0.184,0.736
DEP,Brain_Cortex,ALL.NM_001329417@TMA7@chr3@+,TMA7,4.1479,3.36E-05,0,0.079,0,0.184,0.737
DEP,Brain_Cortex,ALL.NM_144723@ZMAT2@chr5@+,ZMAT2,-4.626,3.73E-06,0.196,0.011,0.135,0.007,0.651
DEP,Brain_Cortex,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,4.1054,4.04E-05,0,0,0.002,0.034,0.964
DEP,Brain_Cortex,ALL.NM_001317231@MTCH2_1@chr11@-,MTCH2,5.261,1.43E-07,0,0,0.014,0.946,0.04
DEP,Brain_Cortex,ALL.NM_014342@MTCH2_1@chr11@-,MTCH2,5.261,1.43E-07,0,0,0.011,0.958,0.031
DEP,Brain_Cortex,ALL.NR_152608@MAPKAPK5-AS1@chr12@-,MAPKAPK5-AS1,4.101,4.11E-05,0.305,0.021,0.47,0.033,0.171
DEP,Brain_Cortex,ALL.NM_001318391@UTP4_1@chr16@+,UTP4,4.313,1.61E-05,0.824,0.126,0.039,0.006,0.005
DEP,Brain_Cortex,ALL.NM_032830@UTP4_1@chr16@+,UTP4,4.332,1.48E-05,0.87,0.08,0.041,0.004,0.005
DEP,Brain_Cortex,ALL.NR_034172@KANSL1-AS1_2@chr17@+,KANSL1-AS1,7.394,1.43E-13,0,0,0.091,0.011,0.898
DEP,Brain_Cortex,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,8.609,7.36E-18,0,0,0,0.002,0.998
DEP,Brain_Cortex,ALL.NM_001330244@ARL17A_1@chr17@+,ARL17A,4.483,7.35E-06,0,0,0.747,0.02,0.233
DEP,Brain_Cortex,ALL.NM_032758@PHF5A@chr22@-,PHF5A,4.1771,2.95E-05,0.016,0.006,0.644,0.231,0.103
DEP,Brain_Frontal_Cortex_BA9,ALL.NM_015933@TMA7@chr3@+,TMA7,3.994,6.50E-05,0.007,0.083,0.016,0.191,0.703
DEP,Brain_Frontal_Cortex_BA9,ALL.NM_001329417@TMA7@chr3@+,TMA7,4.01,6.08E-05,0.007,0.082,0.017,0.191,0.702
DEP,Brain_Frontal_Cortex_BA9,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,4.0406,5.33E-05,0,0.006,0.001,0.922,0.071
DEP,Brain_Frontal_Cortex_BA9,ALL.NM_001256879@POLD2@chr7@-,POLD2,-3.965,7.34E-05,0.727,0.042,0.081,0.005,0.146
DEP,Brain_Frontal_Cortex_BA9,ALL.NM_018374@TMEM106B@chr7@+,TMEM106B,4.0769,4.56E-05,0,0,0.001,0.008,0.991
DEP,Brain_Frontal_Cortex_BA9,ALL.NM_001317231@MTCH2_1@chr11@-,MTCH2,5.6433,1.67E-08,0,0,0.604,0.322,0.074
DEP,Brain_Frontal_Cortex_BA9,ALL.NM_014342@MTCH2_1@chr11@-,MTCH2,5.6652,1.47E-08,0,0,0.578,0.345,0.077
DEP,Brain_Frontal_Cortex_BA9,ALL.NM_001322949@FRMD5@chr15@-,FRMD5,4.3703,1.24E-05,0.845,0.098,0.012,0.001,0.044
DEP,Brain_Frontal_Cortex_BA9,ALL.NR_034172@KANSL1-AS1_2@chr17@+,KANSL1-AS1,7.7641,8.22E-15,0,0,0.49,0.008,0.502
DEP,Brain_Frontal_Cortex_BA9,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,8.4766,2.32E-17,0,0,0,0.01,0.99
DEP,Brain_Hippocampus,ALL.NM_015933@TMA7@chr3@+,TMA7,4.229,2.35E-05,0.052,0.049,0.12,0.112,0.668
DEP,Brain_Hippocampus,ALL.NM_001329417@TMA7@chr3@+,TMA7,4.229,2.35E-05,0.051,0.049,0.117,0.112,0.671
DEP,Brain_Hippocampus,ALL.NM_014342@MTCH2_1@chr11@-,MTCH2,4.647,3.37E-06,0,0,0.316,0.605,0.079
DEP,Brain_Hippocampus,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,8.6861,3.75E-18,0,0,0,0.014,0.986
DEP,Brain_Hypothalamus,ALL.NM_015933@TMA7@chr3@+,TMA7,4.9704,6.68E-07,0.004,0.077,0.009,0.177,0.733
DEP,Brain_Hypothalamus,ALL.NM_001329417@TMA7@chr3@+,TMA7,4.13,3.63E-05,0.037,0.07,0.086,0.163,0.643
DEP,Brain_Hypothalamus,ALL.NM_032316@NICN1@chr3@-,NICN1,-6.761,1.37E-11,0,0,0.642,0.042,0.316
DEP,Brain_Hypothalamus,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,4.368,1.25E-05,0,0.002,0.038,0.311,0.648
DEP,Brain_Hypothalamus,ALL.NM_001166538@LST1_7@chr6@+,LST1,-4.145,3.40E-05,0.001,0,0.101,0.022,0.877
DEP,Brain_Hypothalamus,ALL.NR_147705@LOC100129129_1@chr8@-,LOC100129129,5.515,3.49E-08,0,0,0.24,0.559,0.201
DEP,Brain_Hypothalamus,ALL.NM_001083537@FAM86B1_1@chr8@-,FAM86B1,5.848,4.96E-09,0.001,0.001,0.115,0.049,0.835
DEP,Brain_Hypothalamus,ALL.NM_014342@MTCH2_1@chr11@-,MTCH2,5.938,2.89E-09,0,0,0.026,0.797,0.177
DEP,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_015933@TMA7@chr3@+,TMA7,4.091,4.30E-05,0.147,0.046,0.341,0.106,0.36
DEP,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_001329417@TMA7@chr3@+,TMA7,4.091,4.30E-05,0.172,0.038,0.399,0.089,0.302
DEP,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_032316@NICN1@chr3@-,NICN1,-6.114,9.72E-10,0,0,0.522,0.404,0.074
DEP,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_013334@GMPPB@chr3@-,GMPPB,5.456,4.87E-08,0,0,0.906,0.055,0.039
DEP,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_144723@ZMAT2@chr5@+,ZMAT2,-3.993,6.52E-05,0.559,0.012,0.384,0.008,0.036
DEP,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,4.1439,3.41E-05,0,0.007,0,0.983,0.01
DEP,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_018374@TMEM106B@chr7@+,TMEM106B,6.565,5.20E-11,0,0,0.057,0.008,0.935
DEP,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_001083537@FAM86B1_1@chr8@-,FAM86B1,4.047,5.19E-05,0.001,0.005,0.131,0.488,0.374
DEP,Brain_Nucleus_accumbens_basal_ganglia,ALL.NR_152608@MAPKAPK5-AS1@chr12@-,MAPKAPK5-AS1,4.20285,2.64E-05,0.11,0.07,0.168,0.107,0.545
DEP,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,9.1369,6.42E-20,0,0,0,0.009,0.991
DEP,Brain_Putamen_basal_ganglia,ALL.NM_016002@SCCPDH@chr1@+,SCCPDH,-4.089,4.33E-05,0.044,0.11,0.001,0.003,0.842
DEP,Brain_Putamen_basal_ganglia,ALL.NM_001640@APEH@chr3@+,APEH,6.254,4.00E-10,0,0,0.933,0.022,0.045
DEP,Brain_Putamen_basal_ganglia,ALL.NM_001317231@MTCH2_1@chr11@-,MTCH2,5.1997,2.00E-07,0,0,0.019,0.925,0.056
DEP,Brain_Putamen_basal_ganglia,ALL.NR_152608@MAPKAPK5-AS1@chr12@-,MAPKAPK5-AS1,3.913,9.12E-05,0.055,0.092,0.084,0.14,0.63
DEP,Brain_Putamen_basal_ganglia,ALL.NM_004450@ERH@chr14@-,ERH,-3.9164,8.99E-05,0.03,0.005,0.259,0.042,0.665
DEP,Brain_Putamen_basal_ganglia,ALL.NR_034172@KANSL1-AS1_2@chr17@+,KANSL1-AS1,8.567,1.06E-17,0,0,0.136,0.009,0.855
DEP,Brain_Putamen_basal_ganglia,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,7.795,6.46E-15,0,0,0,0.011,0.989
DEP,Brain_Spinal_cord_cervical_c-1,ALL.NM_015933@TMA7@chr3@+,TMA7,4.1275,3.67E-05,0.056,0.063,0.13,0.145,0.606
DEP,Brain_Spinal_cord_cervical_c-1,ALL.NM_001329417@TMA7@chr3@+,TMA7,4.071,4.68E-05,0.063,0.061,0.147,0.142,0.586
DEP,Brain_Spinal_cord_cervical_c-1,ALL.NM_032316@NICN1@chr3@-,NICN1,-6.614,3.74E-11,0,0,0.854,0.034,0.111
DEP,Brain_Spinal_cord_cervical_c-1,ALL.NM_144723@ZMAT2@chr5@+,ZMAT2,-4.984,6.22E-07,0.265,0.086,0.182,0.059,0.408
DEP,Brain_Spinal_cord_cervical_c-1,ALL.NM_001166538@LST1_7@chr6@+,LST1,-4.0929,4.26E-05,0.004,0,0.56,0.067,0.369
DEP,Brain_Spinal_cord_cervical_c-1,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-3.994,6.50E-05,0,0.007,0,0.992,0.001
DEP,Brain_Spinal_cord_cervical_c-1,ALL.NR_029461@LST1_7@chr6@+,LST1,-4.4471,8.70E-06,0.004,0,0.605,0.05,0.341
DEP,Brain_Spinal_cord_cervical_c-1,ALL.NR_029462@LST1_7@chr6@+,LST1,-4.3615,1.29E-05,0.004,0,0.566,0.05,0.38
DEP,Brain_Spinal_cord_cervical_c-1,ALL.NR_038118@MMAB@chr12@-,MMAB,-4.702,2.58E-06,0,0,0.795,0.158,0.046
DEP,Brain_Spinal_cord_cervical_c-1,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,8.388,4.94E-17,0,0,0.001,0.01,0.989
DEP,Brain_Spinal_cord_cervical_c-1,ALL.NR_026680@LINC02210_2@chr17@+,LINC02210,-6.479,9.23E-11,0,0,0.002,0.013,0.985
DEP,Brain_Substantia_nigra,ALL.NR_049786@SNX17@chr2@+,SNX17,4.307,1.66E-05,0.439,0.152,0.092,0.031,0.286
DEP,Brain_Substantia_nigra,ALL.NM_001267060@SNX17@chr2@+,SNX17,4.307,1.66E-05,0.439,0.152,0.092,0.031,0.286
DEP,Brain_Substantia_nigra,ALL.NM_177983@PPM1G@chr2@-,PPM1G,4.604,4.15E-06,0.573,0.092,0.119,0.019,0.197
DEP,Brain_Substantia_nigra,ALL.NM_032316@NICN1@chr3@-,NICN1,-6.9705,3.16E-12,0,0,0.572,0.183,0.245
DEP,Brain_Substantia_nigra,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,4.3218,1.55E-05,0.004,0.001,0.536,0.081,0.379
DEP,Brain_Substantia_nigra,ALL.NM_145029@C6orf136_6@chr6@+,C6orf136,-4.6275,3.70E-06,0.002,0,0.348,0.022,0.628
DEP,Brain_Substantia_nigra,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-4.3453,1.39E-05,0,0.004,0.031,0.563,0.402
DEP,PsychENCODE_DLPFC,ALL.NM_001375444@FOXN2@2@+,FOXN2,5.0469,4.49E-07,0.003,0.016,0.016,0.096,0.868
DEP,PsychENCODE_DLPFC,ALL.NM_001375712@ABI2@2@+,ABI2,-4.319,1.57E-05,0.446,0.008,0.421,0.007,0.118
DEP,PsychENCODE_DLPFC,ALL.NM_001329455@GPX1@3@-,GPX1,4.6542,3.25E-06,0,0,0.04,0.066,0.894
DEP,PsychENCODE_DLPFC,ALL.NM_173824@C3orf38@3@+,C3orf38,-4.583,4.58E-06,0.032,0.013,0.06,0.025,0.87
DEP,PsychENCODE_DLPFC,ALL.NM_001351106@USP19@3@-,USP19,5.5132,3.52E-08,0,0,0.186,0.382,0.432
DEP,PsychENCODE_DLPFC,ALL.NM_001329503@GPX1@3@-,GPX1,4.7651,1.89E-06,0,0,0.122,0.051,0.828
DEP,PsychENCODE_DLPFC,ALL.NM_032316@NICN1@3@-,NICN1,-4.306,1.66E-05,0,0,0.53,0.289,0.181
DEP,PsychENCODE_DLPFC,ALL.NM_000581@GPX1@3@-,GPX1,4.7123,2.45E-06,0,0,0.033,0.058,0.909
DEP,PsychENCODE_DLPFC,ALL.NM_001008388@CISD2@4@+,CISD2,-4.4498,8.60E-06,0,0.579,0,0.029,0.392
DEP,PsychENCODE_DLPFC,ALL.NM_198449@EMB@5@-,EMB,4.619,3.86E-06,0.213,0.004,0.483,0.009,0.291
DEP,PsychENCODE_DLPFC,ALL.NM_018374@TMEM106B@7@+,TMEM106B,6.38412,1.72E-10,0,0,0,0.007,0.993
DEP,PsychENCODE_DLPFC,ALL.NM_005302@GPR37@7@-,GPR37,-4.57159,4.84E-06,0,0.015,0.011,0.654,0.319
DEP,PsychENCODE_DLPFC,ALL.NM_032389@ARFGAP2@11@-,ARFGAP2,-5.249,1.53E-07,0,0,0.931,0.049,0.02
DEP,PsychENCODE_DLPFC,ALL.NM_001085465@CTNND1@11@+,CTNND1,4.349,1.37E-05,0,0.041,0,0.011,0.948
DEP,PsychENCODE_DLPFC,ALL.NM_001242832@ARFGAP2@11@-,ARFGAP2,-5.249,1.53E-07,0,0,0.931,0.049,0.02
DEP,PsychENCODE_DLPFC,ALL.NR_037646@TMX2-CTNND1@11@+,TMX2-CTNND1,4.349,1.37E-05,0.049,0.039,0.014,0.01,0.887
DEP,PsychENCODE_DLPFC,ALL.NM_001317231@MTCH2@11@-,MTCH2,5.4941,3.93E-08,0,0,0,0.848,0.152
DEP,PsychENCODE_DLPFC,ALL.NM_014342@MTCH2@11@-,MTCH2,5.4831,4.18E-08,0,0,0,0.847,0.153
DEP,PsychENCODE_DLPFC,ALL.NM_001363805@ARL17B@17@-,ARL17B,-8.328,8.22E-17,0,0,0.026,0.029,0.945
DEP,PsychENCODE_DLPFC,ALL.NM_001113738@ARL17A_2@17@-,ARL17A,8.2831,1.20E-16,0,0,0,0.015,0.985
DEP,PsychENCODE_DLPFC,ALL.NM_001330244@ARL17A_2@17@-,ARL17A,-8.328,8.22E-17,0,0,0.03,0.029,0.941
DEP,PsychENCODE_DLPFC,ALL.NM_001288811@ARL17A_2@17@-,ARL17A,4.7566,1.97E-06,0,0,0.471,0.009,0.519
DEP,ROSMAP_DLPFC,ALL.NM_001329455@GPX1@3@-,GPX1,-7.6451,2.09E-14,0,0,0,0.02,0.98
DEP,ROSMAP_DLPFC,ALL.NM_201397@GPX1@3@-,GPX1,5.0516,4.38E-07,0,0,0.462,0.186,0.353
DEP,ROSMAP_DLPFC,ALL.NM_001349194@RBM6@3@+,RBM6,-4.47,7.82E-06,0,0,0.004,0.996,0
DEP,ROSMAP_DLPFC,ALL.NM_001329503@GPX1@3@-,GPX1,-6.8259,8.74E-12,0,0,0,0.02,0.98
DEP,ROSMAP_DLPFC,ALL.NM_001271023@ATRIP@3@+,ATRIP,4.521,6.16E-06,0,0.097,0,0.227,0.676
DEP,ROSMAP_DLPFC,ALL.NM_032316@NICN1@3@-,NICN1,-6.077,1.22E-09,0,0,0,0.895,0.105
DEP,ROSMAP_DLPFC,ALL.NM_000581@GPX1@3@-,GPX1,-7.7512,9.10E-15,0,0,0,0.02,0.98
DEP,ROSMAP_DLPFC,ALL.NM_004225@MFHAS1@8@-,MFHAS1,-6.0101,1.85E-09,0,0,0,0.148,0.852
DEP,ROSMAP_DLPFC,ALL.NM_019040@ELP4@11@+,ELP4,4.803,1.56E-06,0,0.005,0.001,0.073,0.922
DEP,ROSMAP_DLPFC,ALL.NM_014756@CKAP5@11@-,CKAP5,-4.9144,8.90E-07,0,0,0,0.959,0.041
DEP,ROSMAP_DLPFC,ALL.NM_001008938@CKAP5@11@-,CKAP5,5.1934,2.07E-07,0,0,0,0.237,0.763
DEP,ROSMAP_DLPFC,ALL.NM_001317231@MTCH2@11@-,MTCH2,4.8269,1.39E-06,0,0,0,0.853,0.147
DEP,ROSMAP_DLPFC,ALL.NM_014342@MTCH2@11@-,MTCH2,4.8551,1.20E-06,0,0,0,0.852,0.148
DEP,ROSMAP_DLPFC,ALL.NR_126394@ACYP1@14@-,ACYP1,4.787,1.69E-06,0,0,0.018,0.179,0.803
DEP,ROSMAP_DLPFC,ALL.NM_001377267@MAPT_1@17@+,MAPT,-8.6232,6.51E-18,0,0,0,0.012,0.988
DEP,ROSMAP_DLPFC,ALL.NM_001113738@ARL17A_2@17@-,ARL17A,-5.2832,1.27E-07,0,0,0.255,0.576,0.17
DEP,ROSMAP_DLPFC,ALL.NM_001203251@MAPT_1@17@+,MAPT,-8.5898,8.71E-18,0,0,0,0.012,0.988
DEP,ROSMAP_DLPFC,ALL.NM_001288811@ARL17A_2@17@-,ARL17A,8.6072,7.49E-18,0,0,0,0.002,0.998
DEP,ROSMAP_DLPFC,ALL.NM_001256299@LINC02210-CRHR1_2@17@+,LINC02210-CRHR1,-8.567,1.06E-17,0,0,0.442,0.006,0.552
DEP,ROSMAP_DLPFC,ALL.NM_001382359@C17orf58_1@17@-,C17orf58,4.8155,1.47E-06,0,0.012,0,0.049,0.939
MDD,Brain_Amygdala,ALL.NM_006569@CGREF1@chr2@-,CGREF1,3.932,8.44E-05,0.143,0.709,0.002,0.007,0.139
MDD,Brain_Amygdala,ALL.NM_030885@MAP4@chr3@-,MAP4,-4.078,4.54E-05,0.067,0.264,0,0,0.668
MDD,Brain_Amygdala,ALL.NM_001142501@MON1A@chr3@-,MON1A,4.8305,1.36E-06,0.001,0,0.148,0.062,0.789
MDD,Brain_Amygdala,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,4.6181,3.87E-06,0.354,0.319,0.015,0.013,0.299
MDD,Brain_Amygdala,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,4.0081,6.12E-05,0.001,0.036,0,0.015,0.949
MDD,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-4.066,4.79E-05,0,0.598,0,0.025,0.377
MDD,Brain_Caudate_basal_ganglia,ALL.NM_201397@GPX1@chr3@-,GPX1,4.12192,3.76E-05,0,0.003,0.021,0.826,0.15
MDD,Brain_Caudate_basal_ganglia,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,5.2771,1.31E-07,0.075,0.242,0.003,0.009,0.671
MDD,Brain_Caudate_basal_ganglia,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-4.2054,2.61E-05,0,0.944,0,0.04,0.017
MDD,Brain_Caudate_basal_ganglia,ALL.NR_026680@LINC02210_2@chr17@+,LINC02210,-4.593,4.37E-06,0.237,0.028,0.082,0.009,0.644
MDD,Brain_Cerebellar_Hemisphere,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,4.337,1.45E-05,0.628,0.269,0.026,0.011,0.065
MDD,Brain_Cerebellar_Hemisphere,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,4.665,3.09E-06,0,0.029,0,0.012,0.959
MDD,Brain_Cerebellar_Hemisphere,ALL.NM_001330244@ARL17A_1@chr17@+,ARL17A,4.627,3.71E-06,0,0.035,0,0.011,0.954
MDD,Brain_Cerebellum,ALL.NM_007024@TMEM115@chr3@-,TMEM115,-4.309,1.64E-05,0.601,0.201,0.05,0.016,0.131
MDD,Brain_Cerebellum,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,4.7992,1.59E-06,0,0.946,0,0.04,0.014
MDD,Brain_Cerebellum,ALL.NM_018374@TMEM106B@chr7@+,TMEM106B,4.316,1.59E-05,0.033,0.121,0.005,0.017,0.824
MDD,Brain_Cerebellum,ALL.NM_003566@EEA1@chr12@-,EEA1,-4.3993,1.09E-05,0.852,0.136,0.008,0.001,0.002
MDD,Brain_Cerebellum,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,5.0758,3.86E-07,0,0.03,0,0.012,0.958
MDD,Brain_Cerebellum,ALL.NM_001330244@ARL17A_1@chr17@+,ARL17A,4.646,3.38E-06,0,0.032,0,0.01,0.958
MDD,Brain_Cortex,ALL.NM_201397@GPX1@chr3@-,GPX1,5.0313,4.87E-07,0,0.004,0,0.99,0.005
MDD,Brain_Cortex,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,4.33307,1.47E-05,0.025,0.471,0.001,0.019,0.485
MDD,Brain_Cortex,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,4.647,3.37E-06,0,0.032,0,0.013,0.955
MDD,Brain_Frontal_Cortex_BA9,ALL.NR_034172@KANSL1-AS1_2@chr17@+,KANSL1-AS1,4.788,1.68E-06,0.584,0.01,0.202,0.003,0.201
MDD,Brain_Frontal_Cortex_BA9,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,4.91,9.08E-07,0,0.032,0,0.013,0.955
MDD,Brain_Hippocampus,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-3.8758,0.000106,0,0.943,0,0.04,0.017
MDD,Brain_Hippocampus,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,5.561,2.69E-08,0,0.025,0,0.01,0.964
MDD,Brain_Hypothalamus,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,4.0105,6.06E-05,0.09,0.739,0.004,0.031,0.136
MDD,Brain_Hypothalamus,ALL.NM_001166538@LST1_7@chr6@+,LST1,-4.2881,1.80E-05,0.643,0.146,0.027,0.006,0.178
MDD,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_013334@GMPPB@chr3@-,GMPPB,4.25,2.14E-05,0.004,0,0.902,0.055,0.039
MDD,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_018374@TMEM106B@chr7@+,TMEM106B,4.316,1.59E-05,0.46,0.07,0.067,0.01,0.393
MDD,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,4.8601,1.17E-06,0,0.034,0,0.014,0.952
MDD,Brain_Putamen_basal_ganglia,ALL.NM_001640@APEH@chr3@+,APEH,4.375,1.21E-05,0.004,0,0.931,0.022,0.043
MDD,Brain_Putamen_basal_ganglia,ALL.NR_034172@KANSL1-AS1_2@chr17@+,KANSL1-AS1,4.627,3.71E-06,0.285,0.021,0.098,0.007,0.588
MDD,Brain_Putamen_basal_ganglia,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,5.038,4.71E-07,0,0.029,0,0.012,0.96
MDD,Brain_Spinal_cord_cervical_c-1,ALL.NM_144723@ZMAT2@chr5@+,ZMAT2,-4.3812,1.18E-05,0.697,0.225,0.019,0.006,0.052
MDD,Brain_Spinal_cord_cervical_c-1,ALL.NM_001166538@LST1_7@chr6@+,LST1,-5.12,3.06E-07,0.828,0.1,0.035,0.004,0.033
MDD,Brain_Spinal_cord_cervical_c-1,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-4.057,4.97E-05,0,0.944,0,0.04,0.017
MDD,Brain_Spinal_cord_cervical_c-1,ALL.NR_029461@LST1_7@chr6@+,LST1,-4.946,7.56E-07,0.866,0.072,0.037,0.003,0.022
MDD,Brain_Spinal_cord_cervical_c-1,ALL.NR_029462@LST1_7@chr6@+,LST1,-4.756,1.97E-06,0.858,0.076,0.037,0.003,0.026
MDD,Brain_Spinal_cord_cervical_c-1,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,4.6439,3.42E-06,0.003,0.034,0.001,0.014,0.947
MDD,Brain_Spinal_cord_cervical_c-1,ALL.NR_026680@LINC02210_2@chr17@+,LINC02210,-4.2691,1.96E-05,0.006,0.039,0.002,0.013,0.94
MDD,Brain_Substantia_nigra,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,4.5068,6.58E-06,0.731,0.111,0.031,0.005,0.123
MDD,Brain_Substantia_nigra,ALL.NM_145029@C6orf136_6@chr6@+,C6orf136,-4.3203,1.56E-05,0.695,0.044,0.028,0.002,0.231
MDD,PsychENCODE_DLPFC,ALL.NM_001329455@GPX1@3@-,GPX1,4.5266,5.99E-06,0,0.001,0.092,0.152,0.755
MDD,PsychENCODE_DLPFC,ALL.NM_001329503@GPX1@3@-,GPX1,4.6034,4.16E-06,0.001,0.001,0.259,0.109,0.63
MDD,PsychENCODE_DLPFC,ALL.NM_000581@GPX1@3@-,GPX1,4.5265,6.00E-06,0,0.001,0.071,0.127,0.802
MDD,PsychENCODE_DLPFC,ALL.NM_018374@TMEM106B@7@+,TMEM106B,4.61475,3.94E-06,0,0.163,0,0.022,0.815
MDD,PsychENCODE_DLPFC,ALL.NM_001363805@ARL17B@17@-,ARL17B,-4.598,4.27E-06,0.033,0.037,0.015,0.016,0.9
MDD,PsychENCODE_DLPFC,ALL.NM_001113738@ARL17A_2@17@-,ARL17A,5.27611,1.32E-07,0,0.031,0,0.013,0.957
MDD,PsychENCODE_DLPFC,ALL.NM_001330244@ARL17A_2@17@-,ARL17A,-4.598,4.27E-06,0.037,0.037,0.016,0.016,0.894
MDD,ROSMAP_DLPFC,ALL.NM_001329455@GPX1@3@-,GPX1,-4.9118,9.03E-07,0,0.002,0,0.52,0.477
MDD,ROSMAP_DLPFC,ALL.NM_001329503@GPX1@3@-,GPX1,-4.636,3.55E-06,0,0.002,0,0.515,0.482
MDD,ROSMAP_DLPFC,ALL.NM_000581@GPX1@3@-,GPX1,-4.9095,9.13E-07,0,0.002,0,0.522,0.475
MDD,ROSMAP_DLPFC,ALL.NM_002154@HSPA4@5@+,HSPA4,4.231,2.33E-05,0.177,0.132,0.039,0.029,0.623
MDD,ROSMAP_DLPFC,ALL.NM_001377267@MAPT_1@17@+,MAPT,-4.897,9.73E-07,0,0.038,0,0.012,0.95
MDD,ROSMAP_DLPFC,ALL.NM_001203251@MAPT_1@17@+,MAPT,-4.644,3.41E-06,0,0.038,0,0.012,0.95
MDD,ROSMAP_DLPFC,ALL.NM_001288811@ARL17A_2@17@-,ARL17A,4.647,3.37E-06,0,0.032,0,0.013,0.955
MDD,ROSMAP_DLPFC,ALL.NM_001256299@LINC02210-CRHR1_2@17@+,LINC02210-CRHR1,-4.627,3.71E-06,0.561,0.009,0.197,0.003,0.23
PTSD,Brain_Amygdala,ALL.NM_006569@CGREF1@chr2@-,CGREF1,4.4049,1.06E-05,0.002,0.008,0.007,0.035,0.948
PTSD,Brain_Amygdala,ALL.NM_001142501@MON1A@chr3@-,MON1A,5.604,2.10E-08,0,0,0.142,0.059,0.799
PTSD,Brain_Amygdala,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,5.032,4.87E-07,0,0,0,0.012,0.988
PTSD,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_001291931@TSNARE1@chr8@-,TSNARE1,-3.924,8.71E-05,0.003,0,0.311,0.029,0.656
PTSD,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,4.8285,1.38E-06,0,0,0,0.015,0.985
PTSD,Brain_Caudate_basal_ganglia,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,4.6,4.22E-06,0.215,0.696,0.001,0.004,0.083
PTSD,Brain_Caudate_basal_ganglia,ALL.NR_026680@LINC02210_2@chr17@+,LINC02210,-6.841,7.86E-12,0,0,0.115,0.013,0.873
PTSD,Brain_Caudate_basal_ganglia,ALL.NR_024355@LINC00634@chr22@+,LINC00634,4.111,3.94E-05,0.506,0.063,0.027,0.003,0.402
